element,sp_num,obs_wl_air(nm),unc_obs_wl,intens,Aki(s^-1),Acc,J_i,J_k,Type,
Th,1,"=""466.02583""","=""0.00005""","=""64""","=""""",,"=""0""","=""1""",,
Th,1,"=""466.05521""","=""0.00007""","=""21""","=""""",,"=""3""","=""2""",,
Th,1,"=""466.11101""","=""0.00007""","=""31""","=""""",,"=""0""","=""1""",,
Th,1,"=""466.11364""","=""0.00007""","=""39""","=""""",,"=""4""","=""4""",,
Th,1,"=""466.15936""","=""0.00005""","=""66""","=""""",,"=""3""","=""3""",,
Th,1,"=""466.19607""","=""0.00007""","=""38""","=""""",,"=""5""","=""5""",,
Th,1,"=""466.22968""","=""0.00007""","=""22""","=""""",,"=""2""","=""2""",,
Th,1,"=""466.25936""","=""0.00003""","=""150""","=""""",,"=""1""","=""2""",,
Th,1,"=""466.320259""","=""0.000004""","=""3200""","=""""",,"=""3""","=""2""",,
Th,1,"=""466.47875""","=""0.00005""","=""63""","=""""",,"=""1""","=""2""",,
Th,1,"=""466.49704""","=""0.00003""","=""280""","=""""",,"=""3""","=""4""",,
Th,1,"=""466.54877""","=""0.00007""","=""20""","=""""",,"=""4""","=""3""",,
Th,1,"=""466.56701""","=""0.00005""","=""60""","=""""",,"=""4""","=""5""",,
Th,1,"=""466.57163""","=""0.00003""","=""220""","=""""",,"=""4""","=""4""",,
Th,1,"=""466.651575""","=""0.000007""","=""1400""","=""""",,"=""4""","=""4""",,
Th,1,"=""466.679846""","=""0.000007""","=""1600""","=""""",,"=""2""","=""2""",,
Th,1,"=""466.79210""","=""0.00004""","=""110""","=""""",,"=""6""","=""6 or 7""",,
Th,1,"=""466.81322""","=""0.00004""","=""100""","=""""",,"=""3""","=""2""",,
Th,1,"=""466.817166""","=""0.000005""","=""2500""","=""""",,"=""3""","=""2""",,
Th,1,"=""466.84921""","=""0.00022""","=""13""","=""""",,"=""5""","=""4""",,
Th,1,"=""466.92673""","=""0.00005""","=""43""","=""""",,"=""1""","=""2""",,
Th,1,"=""466.93561""","=""0.00003""","=""250""","=""""",,"=""6""","=""6""",,
Th,1,"=""466.96658""","=""0.00003""","=""140""","=""""",,"=""2""","=""3""",,
Th,1,"=""466.998426""","=""0.000004""","=""3600""","=""""",,"=""2""","=""2""",,
Th,1,"=""467.00667""","=""0.00017""","=""32""","=""""",,"=""4""","=""3""",,
Th,1,"=""467.08346""","=""0.00004""","=""78""","=""""",,"=""3""","=""4""",,
Th,1,"=""467.09441""","=""0.00003""","=""190""","=""""",,"=""3""","=""3""",,
Th,1,"=""467.10910""","=""0.00022""","=""8""","=""""",,"=""4""","=""4""",,
Th,1,"=""467.1786""","=""0.0003""","=""6""","=""""",,"=""3""","=""3""",,
Th,1,"=""467.23303""","=""0.00007""","=""28""","=""""",,"=""2""","=""2""",,
Th,1,"=""467.23701""","=""0.00022""","=""8""","=""""",,"=""3""","=""2""",,
Th,1,"=""467.24372""","=""0.00003""","=""120""","=""""",,"=""2""","=""3""",,
Th,1,"=""467.26343""","=""0.00007""","=""31""","=""""",,"=""5""","=""4""",,
Th,1,"=""467.30318""","=""0.00003""","=""130""","=""""",,"=""1""","=""2""",,
Th,1,"=""467.30502""","=""0.00003""","=""220""","=""""",,"=""2""","=""2""",,
Th,1,"=""467.366093""","=""0.000003""","=""15000""","=""""",,"=""3""","=""4""",,
Th,1,"=""467.38050""","=""0.00022""","=""8""","=""""",,"=""5""","=""4""",,
Th,1,"=""467.40061""","=""0.00022""","=""13""","=""""",,"=""2""","=""1""",,
Th,1,"=""467.47721""","=""0.00007""","=""28""","=""""",,"=""3""","=""4""",,
Th,1,"=""467.51151""","=""0.00020""","=""19""","=""""",,"=""3""","=""2""",,
Th,1,"=""467.537601""","=""0.000022""","=""470""","=""""",,"=""3""","=""3""",,
Th,1,"=""467.605551""","=""0.000005""","=""2700""","=""""",,"=""4""","=""4""",,
Th,1,"=""467.61364""","=""0.00003""","=""280""","=""""",,"=""2""","=""2""",,
Th,1,"=""467.62481""","=""0.00022""","=""8""","=""""",,"=""2""","=""2""",,
Th,1,"=""467.697210""","=""0.000022""","=""410""","=""""",,"=""4""","=""5""",,
Th,1,"=""467.81459""","=""0.00005""","=""43*""","=""""",,"=""2""","=""2""",,
Th,1,"=""467.81459""","=""0.00005""","=""43*""","=""""",,"=""6""","=""5""",,
Th,1,"=""467.823526""","=""0.000022""","=""470""","=""""",,"=""4""","=""3""",,
Th,1,"=""467.83623""","=""0.00007""","=""31""","=""""",,"=""2""","=""1""",,
Th,1,"=""467.90019""","=""0.00005""","=""43""","=""""",,"=""1""","=""1""",,
Th,1,"=""467.93900""","=""0.00022""","=""13""","=""""",,"=""2""","=""3""",,
Th,1,"=""467.94789""","=""0.00009""","=""15""","=""""",,"=""5""","=""5""",,
Th,1,"=""467.95751""","=""0.00022""","=""17""","=""""",,"=""3""","=""2""",,
Th,1,"=""467.99190""","=""0.00022""","=""13""","=""""",,"=""4""","=""3""",,
Th,1,"=""468.023771""","=""0.000018""","=""730""","=""""",,"=""4""","=""3""",,
Th,1,"=""468.03916""","=""0.00003""","=""210""","=""""",,"=""4""","=""4""",,
Th,1,"=""468.05903""","=""0.00004""","=""120""","=""""",,"=""2""","=""1""",,
Th,1,"=""468.11160""","=""0.00004""","=""71""","=""""",,"=""6""","=""6 or 7""",,
Th,1,"=""468.12176""","=""0.00003""","=""160""","=""""",,"=""1""","=""1""",,
Th,1,"=""468.17429""","=""0.00022""","=""4""","=""""",,"=""1""","=""2""",,
Th,1,"=""468.20782""","=""0.00004""","=""69""","=""""",,"=""2""","=""2""",,
Th,1,"=""468.22319""","=""0.00003""","=""230""","=""""",,"=""4""","=""4""",,
Th,1,"=""468.26620""","=""0.00022""","=""13""","=""""",,"=""3""","=""4""",,
Th,1,"=""468.27322""","=""0.00004""","=""110""","=""""",,"=""3""","=""3""",,
Th,1,"=""468.31765""","=""0.00003""","=""170""","=""""",,"=""4""","=""4 or 5""",,
Th,1,"=""468.335172""","=""0.000009""","=""1300""","=""""",,"=""4""","=""5""",,
Th,1,"=""468.40873""","=""0.00005""","=""49""","=""""",,"=""3""","=""3""",,
Th,1,"=""468.43590""","=""0.00005""","=""64""","=""""",,"=""3""","=""3""",,
Th,1,"=""468.43824""","=""0.00005""","=""43""","=""""",,"=""4""","=""3""",,
Th,1,"=""468.46374""","=""0.00005""","=""63""","=""""",,"=""5""","=""5""",,
Th,1,"=""468.50744""","=""0.00007""","=""39""","=""""",,"=""2""","=""2""",,
Th,1,"=""468.53750""","=""0.00007""","=""24""","=""""",,"=""4""","=""3""",,
Th,1,"=""468.619458""","=""0.000003""","=""4600""","=""""",,"=""3""","=""4""",,
Th,1,"=""468.84590""","=""0.00007""","=""34""","=""""",,"=""4""","=""5""",,
Th,1,"=""468.925186""","=""0.000007""","=""1500""","=""""",,"=""1""","=""0""",,
Th,1,"=""468.93097""","=""0.00007""","=""32""","=""""",,"=""5""","=""5""",,
Th,1,"=""468.94502""","=""0.00004""","=""82""","=""""",,"=""3""","=""2""",,
Th,1,"=""469.062197""","=""0.000007""","=""1500""","=""""",,"=""3""","=""2""",,
Th,1,"=""469.08950""","=""0.00005""","=""63""","=""""",,"=""2""","=""2""",,
Th,1,"=""469.134523""","=""0.000022""","=""480""","=""""",,"=""3""","=""3""",,
Th,1,"=""469.149873""","=""0.000020""","=""580""","=""""",,"=""2""","=""3""",,
Th,1,"=""469.15985""","=""0.00003""","=""190""","=""""",,"=""4""","=""4""",,
Th,1,"=""469.163535""","=""0.000007""","=""1600""","=""""",,"=""2""","=""3""",,
Th,1,"=""469.18843""","=""0.00003""","=""150""","=""""",,"=""4""","=""4""",,
Th,1,"=""469.24652""","=""0.00022""","=""14""","=""""",,"=""4""","=""3""",,
Th,1,"=""469.35301""","=""0.00007""","=""21""","=""""",,"=""4""","=""3""",,
Th,1,"=""469.44765""","=""0.00005""","=""61""","=""""",,"=""2""","=""3""",,
Th,1,"=""469.45374""","=""0.00007""","=""20""","=""""",,"=""2""","=""1""",,
Th,1,"=""469.503807""","=""0.000003""","=""4900""","=""""",,"=""2""","=""3""",,
Th,1,"=""469.545425""","=""0.000015""","=""1000""","=""""",,"=""5""","=""5""",,
Th,1,"=""469.57050""","=""0.00022""","=""4""","=""""",,"=""1""","=""2""",,
Th,1,"=""469.64726""","=""0.00007""","=""19""","=""""",,"=""2""","=""2""",,
Th,1,"=""469.65880""","=""0.00022""","=""9""","=""""",,"=""2""","=""3""",,
Th,1,"=""469.66618""","=""0.00004""","=""120""","=""""",,"=""4""","=""5""",,
Th,1,"=""469.67026""","=""0.00007""","=""25""","=""""",,"=""4""","=""3""",,
Th,1,"=""469.68124""","=""0.00004""","=""130""","=""""",,"=""4""","=""4 or 5""",,
Th,1,"=""469.72128""","=""0.00006""","=""42""","=""""",,"=""3""","=""2""",,
Th,1,"=""469.73591""","=""0.00022""","=""9""","=""""",,"=""4""","=""4""",,
Th,1,"=""469.75953""","=""0.00007""","=""38""","=""""",,"=""1""","=""2""",,
Th,1,"=""469.822487""","=""0.000022""","=""390""","=""""",,"=""5""","=""6""",,
Th,1,"=""469.87299""","=""0.00007""","=""39""","=""""",,"=""2""","=""1""",,
Th,1,"=""469.95451""","=""0.00005""","=""46""","=""""",,"=""5""","=""4""",,
Th,1,"=""469.96022""","=""0.00005""","=""53""","=""""",,"=""5""","=""4""",,
Th,1,"=""469.96871""","=""0.00004""","=""110""","=""""",,"=""4""","=""4""",,
Th,1,"=""470.01145""","=""0.00006""","=""43""","=""""",,"=""3""","=""3""",,
Th,1,"=""470.02338""","=""0.00005""","=""56""","=""""",,"=""4""","=""3""",,
Th,1,"=""470.06552""","=""0.00022""","=""10""","=""""",,"=""3""","=""3""",,
Th,1,"=""470.077110""","=""0.000022""","=""440""","=""""",,"=""3""","=""4""",,
Th,1,"=""470.09579""","=""0.00004""","=""96""","=""""",,"=""3""","=""4""",,
Th,1,"=""470.10029""","=""0.00009""","=""15""","=""""",,"=""4""","=""5""",,
Th,1,"=""470.13856""","=""0.00007""","=""38""","=""""",,"=""0""","=""1""",,
Th,1,"=""470.14671""","=""0.00007""","=""39""","=""""",,"=""4""","=""5""",,
Th,1,"=""470.18442""","=""0.00003""","=""150""","=""""",,"=""5""","=""5""",,
Th,1,"=""470.19230""","=""0.00005""","=""46""","=""""",,"=""3""","=""2""",,
Ar,1,"=""470.2316""","=""0.0010""","=""15""","=""1.09e+05""",B,"=""1""","=""1""",,
Th,1,"=""470.24728""","=""0.00005""","=""47""","=""""",,"=""5""","=""4""",,
Th,1,"=""470.25912""","=""0.00004""","=""120""","=""""",,"=""5""","=""6""",,
Th,1,"=""470.27779""","=""0.00004""","=""81""","=""""",,"=""2""","=""2""",,
Th,1,"=""470.31882""","=""0.00004""","=""140""","=""""",,"=""4""","=""3""",,
Th,1,"=""470.32186""","=""0.00004""","=""120""","=""""",,"=""3""","=""4""",,
Th,1,"=""470.398976""","=""0.000003""","=""18000""","=""""",,"=""2""","=""2""",,
Th,1,"=""470.49308""","=""0.00007""","=""39""","=""""",,"=""1""","=""2""",,
Th,1,"=""470.49975""","=""0.00007""","=""21""","=""""",,"=""3""","=""3""",,
Th,1,"=""470.58743""","=""0.00007""","=""27""","=""""",,"=""4""","=""4""",,
Th,1,"=""470.62088""","=""0.00007""","=""24""","=""""",,"=""4""","=""4""",,
Th,1,"=""470.63746""","=""0.00007""","=""29""","=""""",,"=""2""","=""3""",,
Th,1,"=""470.65534""","=""0.00007""","=""33""","=""""",,"=""4""","=""4""",,
Th,1,"=""470.65771""","=""0.00003""","=""150""","=""""",,"=""5""","=""5""",,
Th,1,"=""470.66934""","=""0.00007""","=""33""","=""""",,"=""2""","=""3""",,
Th,1,"=""470.77735""","=""0.00005""","=""53""","=""""",,"=""3""","=""2""",,
Th,1,"=""470.829387""","=""0.000011""","=""990""","=""""",,"=""2""","=""2""",,
Th,1,"=""470.8638""","=""0.0003""","=""7""","=""""",,"=""2""","=""1""",,
Th,1,"=""470.89481""","=""0.00022""","=""15""","=""""",,"=""4""","=""4""",,
Th,1,"=""470.93698""","=""0.00007""","=""41""","=""""",,"=""6""","=""5""",,
Th,1,"=""471.06214""","=""0.00007""","=""23""","=""""",,"=""1""","=""2""",,
Th,1,"=""471.09921""","=""0.00003""","=""150""","=""""",,"=""4""","=""5""",,
Th,1,"=""471.13260""","=""0.00007""","=""20""","=""""",,"=""2""","=""3""",,
Th,1,"=""471.14184""","=""0.00003""","=""210""","=""""",,"=""5""","=""5""",,
Th,1,"=""471.16482""","=""0.00007""","=""21""","=""""",,"=""2""","=""3""",,
Th,1,"=""471.19160""","=""0.00007""","=""26""","=""""",,"=""4""","=""3""",,
Th,1,"=""471.20057""","=""0.00003""","=""210""","=""""",,"=""3""","=""4""",,
Th,1,"=""471.248151""","=""0.000007""","=""1900""","=""""",,"=""5""","=""4""",,
Th,1,"=""471.284114""","=""0.000016""","=""600""","=""""",,"=""4""","=""5""",,
Th,1,"=""471.37914""","=""0.00005""","=""59""","=""""",,"=""4""","=""4""",,
Th,1,"=""471.46715""","=""0.00003""","=""170""","=""""",,"=""3""","=""2""",,
Th,1,"=""471.55953""","=""0.00009""","=""16""","=""""",,"=""3""","=""4""",,
Th,1,"=""471.58564""","=""0.00009""","=""15""","=""""",,"=""3""","=""2""",,
Th,1,"=""471.59548""","=""0.00007""","=""38""","=""""",,"=""4""","=""5""",,
Th,1,"=""471.60619""","=""0.00004""","=""120""","=""""",,"=""3""","=""4""",,
Th,1,"=""471.68475""","=""0.00007""","=""25""","=""""",,"=""2""","=""2""",,
Th,1,"=""471.68646""","=""0.00007""","=""29""","=""""",,"=""4""","=""4""",,
Th,1,"=""471.73906""","=""0.00004""","=""94""","=""""",,"=""2""","=""1""",,
Th,1,"=""471.74870""","=""0.00022""","=""16""","=""""",,"=""3""","=""2""",,
Th,1,"=""471.79298""","=""0.00007""","=""36""","=""""",,"=""1""","=""2""",,
Th,1,"=""471.80373""","=""0.00007""","=""24""","=""""",,"=""3""","=""3""",,
Th,1,"=""471.80554""","=""0.00004""","=""86""","=""""",,"=""4""","=""4""",,
Th,1,"=""471.85154""","=""0.00004""","=""130""","=""""",,"=""2""","=""3""",,
Th,1,"=""471.94424""","=""0.00004""","=""110""","=""""",,"=""0""","=""1""",,
Th,1,"=""471.95637""","=""0.00022""","=""11""","=""""",,"=""4""","=""4""",,
Th,1,"=""471.96933""","=""0.00003""","=""190""","=""""",,"=""3""","=""4""",,
Th,1,"=""472.00187""","=""0.00007""","=""31""","=""""",,"=""2""","=""2 or 3""",,
Th,1,"=""472.01600""","=""0.00022""","=""280""","=""""",,"=""3""","=""3""",,
Th,1,"=""472.045865""","=""0.000020""","=""520bl""","=""""",,"=""3""","=""4""",,
Th,1,"=""472.078114""","=""0.000025""","=""310""","=""""",,"=""1""","=""1""",,
Th,1,"=""472.127661""","=""0.000009""","=""970""","=""""",,"=""2""","=""2""",,
Th,1,"=""472.14561""","=""0.00022""","=""16""","=""""",,"=""3""","=""3""",,
Th,1,"=""472.15208""","=""0.00007""","=""17""","=""""",,"=""0""","=""1""",,
Th,1,"=""472.208856""","=""0.000007""","=""1400""","=""""",,"=""3""","=""2""",,
Th,1,"=""472.25006""","=""0.00003""","=""180""","=""""",,"=""3""","=""3""",,
Th,1,"=""472.343819""","=""0.000003""","=""14000""","=""""",,"=""2""","=""3""",,
Th,1,"=""472.42920""","=""0.00022""","=""11""","=""""",,"=""2""","=""3""",,
Th,1,"=""472.46910""","=""0.00022""","=""11""","=""""",,"=""2""","=""1""",,
Th,1,"=""472.49889""","=""0.00007""","=""22""","=""""",,"=""5""","=""4""",,
Th,1,"=""472.53849""","=""0.00007""","=""32""","=""""",,"=""3""","=""3""",,
Th,1,"=""472.57651""","=""0.00007""","=""19""","=""""",,"=""3""","=""2""",,
Th,1,"=""472.58196""","=""0.00007""","=""26""","=""""",,"=""3""","=""3""",,
Th,1,"=""472.60591""","=""0.00007""","=""19""","=""""",,"=""3""","=""4""",,
Th,1,"=""472.64398""","=""0.00007""","=""27""","=""""",,"=""2""","=""2""",,
Th,1,"=""472.66009""","=""0.00007""","=""32""","=""""",,"=""2""","=""1""",,
Th,1,"=""472.69288""","=""0.00005""","=""46""","=""""",,"=""5""","=""6""",,
Th,1,"=""472.74423""","=""0.00005""","=""64""","=""""",,"=""5""","=""4""",,
Th,1,"=""472.76191""","=""0.00022""","=""17""","=""""",,"=""2""","=""3""",,
Th,1,"=""472.77065""","=""0.00005""","=""57""","=""""",,"=""2""","=""2""",,
Th,1,"=""472.78489""","=""0.00005""","=""160""","=""""",,"=""3""","=""4""",,
Th,1,"=""472.813303""","=""0.000022""","=""460""","=""""",,"=""3""","=""3""",,
Th,1,"=""472.85942""","=""0.00004""","=""78""","=""""",,"=""2""","=""1""",,
Th,1,"=""472.89853""","=""0.00003""","=""200""","=""""",,"=""5""","=""4""",,
Th,1,"=""472.912815""","=""0.000005""","=""2900""","=""""",,"=""4""","=""3""",,
Th,1,"=""473.00918""","=""0.00003""","=""180""","=""""",,"=""4""","=""3""",,
Th,1,"=""473.06593""","=""0.00003""","=""160""","=""""",,"=""4""","=""3""",,
Th,1,"=""473.10641""","=""0.00009""","=""15""","=""""",,"=""6""","=""6""",,
Th,1,"=""473.11955""","=""0.00004""","=""71*""","=""""",,"=""3""","=""4""",,
Th,1,"=""473.11955""","=""0.00004""","=""71*""","=""""",,"=""3""","=""4""",,
Th,1,"=""473.15957""","=""0.00009""","=""15""","=""""",,"=""2""","=""3""",,
Th,1,"=""473.21066""","=""0.00003""","=""140""","=""""",,"=""4""","=""4""",,
Th,1,"=""473.28292""","=""0.00005""","=""44""","=""""",,"=""4""","=""3""",,
Th,1,"=""473.35040""","=""0.00022""","=""6""","=""""",,"=""4""","=""3""",,
Th,1,"=""473.35361""","=""0.00022""","=""12""","=""""",,"=""3""","=""3""",,
Th,1,"=""473.40458""","=""0.00003""","=""290""","=""""",,"=""2""","=""2""",,
Th,1,"=""473.53816""","=""0.00022""","=""14""","=""""",,"=""4""","=""3""",,
Th,1,"=""473.54754""","=""0.00007""","=""22""","=""""",,"=""2""","=""3""",,
Th,1,"=""473.599619""","=""0.000025""","=""320""","=""""",,"=""4""","=""4""",,
Th,1,"=""473.65273""","=""0.00005""","=""54""","=""""",,"=""4""","=""5""",,
Th,1,"=""473.75307""","=""0.00004""","=""91""","=""""",,"=""4""","=""5""",,
Th,1,"=""473.76073""","=""0.00007""","=""40""","=""""",,"=""0""","=""1""",,
Th,1,"=""473.79172""","=""0.00003""","=""270""","=""""",,"=""6""","=""5""",,
Th,1,"=""473.84705""","=""0.00007""","=""35""","=""""",,"=""5""","=""6""",,
Th,1,"=""473.88405""","=""0.00005""","=""58""","=""""",,"=""4""","=""5""",,
Th,1,"=""473.91123""","=""0.00003""","=""170""","=""""",,"=""6""","=""6 or 7""",,
Th,1,"=""473.967630""","=""0.000007""","=""1600""","=""""",,"=""2""","=""1""",,
Th,1,"=""474.00994""","=""0.00007""","=""32""","=""""",,"=""2""","=""2""",,
Th,1,"=""474.03306""","=""0.00005""","=""59""","=""""",,"=""7""","=""6""",,
Th,1,"=""474.055241""","=""0.000022""","=""470""","=""""",,"=""1""","=""2""",,
Th,1,"=""474.092769""","=""0.000025""","=""330*""","=""""",,"=""3""","=""3""",,
Th,1,"=""474.095856""","=""0.000009""","=""1200""","=""""",,"=""4""","=""4""",,
Th,1,"=""474.11602""","=""0.00004""","=""110""","=""""",,"=""5""","=""4""",,
Th,1,"=""474.130397""","=""0.000020""","=""560""","=""""",,"=""2""","=""2""",,
Th,1,"=""474.211768""","=""0.000018""","=""560""","=""""",,"=""2""","=""3""",,
Th,1,"=""474.22355""","=""0.00004""","=""73""","=""""",,"=""4""","=""4""",,
Th,1,"=""474.30275""","=""0.00009""","=""16""","=""""",,"=""5""","=""5""",,
Th,1,"=""474.37014""","=""0.00003""","=""360""","=""""",,"=""4""","=""3""",,
Th,1,"=""474.45160""","=""0.00023""","=""12""","=""""",,"=""3""","=""4""",,
Th,1,"=""474.47095""","=""0.00020""","=""16""","=""""",,"=""3""","=""2""",,
Th,1,"=""474.47982""","=""0.00007""","=""31""","=""""",,"=""1""","=""2""",,
Th,1,"=""474.48435""","=""0.00007""","=""32""","=""""",,"=""5""","=""5""",,
Th,1,"=""474.50259""","=""0.00007""","=""33""","=""""",,"=""3""","=""2""",,
Th,1,"=""474.52753""","=""0.00003""","=""210""","=""""",,"=""6""","=""6 or 7""",,
Th,1,"=""474.533754""","=""0.000020""","=""520""","=""""",,"=""2""","=""2""",,
Th,1,"=""474.56302""","=""0.00007""","=""27""","=""""",,"=""1""","=""2""",,
Th,1,"=""474.63732""","=""0.00005""","=""44""","=""""",,"=""2""","=""1""",,
Th,1,"=""474.69122""","=""0.00004""","=""100""","=""""",,"=""2""","=""2""",,
Th,1,"=""474.69751""","=""0.00007""","=""22""","=""""",,"=""2""","=""3""",,
Th,1,"=""474.7094""","=""0.0003""","=""8""","=""""",,"=""5""","=""6""",,
Th,1,"=""474.76177""","=""0.00004""","=""120""","=""""",,"=""2""","=""3""",,
Th,1,"=""474.79844""","=""0.00009""","=""16""","=""""",,"=""2""","=""2""",,
Th,1,"=""474.84046""","=""0.00003""","=""160""","=""""",,"=""6""","=""7""",,
Th,1,"=""474.920022""","=""0.000004""","=""3600""","=""""",,"=""4""","=""4""",,
Th,1,"=""474.92945""","=""0.00007""","=""29""","=""""",,"=""1""","=""1""",,
Th,1,"=""474.94447""","=""0.00007""","=""23""","=""""",,"=""5""","=""6""",,
Th,1,"=""474.94723""","=""0.00007""","=""33""","=""""",,"=""2""","=""1""",,
Th,1,"=""474.97986""","=""0.00003""","=""220""","=""""",,"=""3""","=""4""",,
Th,1,"=""474.98953""","=""0.00003""","=""170""","=""""",,"=""4""","=""4""",,
Th,1,"=""474.997128""","=""0.000007""","=""1300""","=""""",,"=""4""","=""3""",,
Th,1,"=""475.02646""","=""0.00007""","=""30""","=""""",,"=""2""","=""3""",,
Th,1,"=""475.22027""","=""0.00023""","=""13""","=""""",,"=""3""","=""3""",,
Th,1,"=""475.23182""","=""0.00025""","=""9""","=""""",,"=""0""","=""1""",,
Th,1,"=""475.25911""","=""0.00004""","=""110""","=""""",,"=""4""","=""4""",,
Th,1,"=""475.26530""","=""0.00007""","=""27""","=""""",,"=""1""","=""2""",,
Th,1,"=""475.29016""","=""0.00007""","=""40""","=""""",,"=""5""","=""5""",,
Th,1,"=""475.32419""","=""0.00009""","=""15""","=""""",,"=""2""","=""2""",,
Th,1,"=""475.35811""","=""0.00023""","=""140""","=""""",,"=""2""","=""1""",,
Th,1,"=""475.59120""","=""0.00009""","=""16""","=""""",,"=""5""","=""4""",,
Th,1,"=""475.65340""","=""0.00004""","=""130""","=""""",,"=""3""","=""3""",,
Th,1,"=""475.67026""","=""0.00003""","=""230""","=""""",,"=""6""","=""5""",,
Th,1,"=""475.71348""","=""0.00005""","=""47""","=""""",,"=""1""","=""2""",,
Th,1,"=""475.74168""","=""0.00005""","=""57""","=""""",,"=""2""","=""1""",,
Th,1,"=""475.807881""","=""0.000020""","=""510""","=""""",,"=""3""","=""2""",,
Th,1,"=""475.814951""","=""0.000011""","=""1000""","=""""",,"=""3""","=""3""",,
Th,1,"=""475.829146""","=""0.000023""","=""440""","=""""",,"=""4""","=""5""",,
Th,1,"=""475.94410""","=""0.00023""","=""13""","=""""",,"=""5""","=""5""",,
Th,1,"=""475.96886""","=""0.00003""","=""180""","=""""",,"=""2""","=""2""",,
Th,1,"=""476.04337""","=""0.00020""","=""18""","=""""",,"=""4""","=""3""",,
Th,1,"=""476.23029""","=""0.00018""","=""22""","=""""",,"=""4""","=""3""",,
Th,1,"=""476.28050""","=""0.00023""","=""14""","=""""",,"=""3""","=""3""",,
Th,1,"=""476.37887""","=""0.00005""","=""48""","=""""",,"=""2""","=""2""",,
Th,1,"=""476.39655""","=""0.00020""","=""17""","=""""",,"=""2""","=""3""",,
Th,1,"=""476.434634""","=""0.000005""","=""2700""","=""""",,"=""5""","=""5""",,
Th,1,"=""476.47284""","=""0.00007""","=""36""","=""""",,"=""2""","=""3""",,
Th,1,"=""476.559499""","=""0.000009""","=""920""","=""""",,"=""3""","=""4""",,
Th,1,"=""476.60980""","=""0.00023""","=""7""","=""""",,"=""2""","=""3""",,
Th,1,"=""476.63820""","=""0.00023""","=""14""","=""""",,"=""1""","=""2""",,
Th,1,"=""476.660044""","=""0.000004""","=""3100""","=""""",,"=""1""","=""1""",,
Th,1,"=""476.95242""","=""0.00007""","=""28""","=""""",,"=""2""","=""2""",,
Th,1,"=""476.95465""","=""0.00005""","=""67""","=""""",,"=""4""","=""3""",,
Th,1,"=""477.03897""","=""0.00005""","=""63""","=""""",,"=""4""","=""4""",,
Th,1,"=""477.04404""","=""0.00005""","=""65*""","=""""",,"=""4""","=""5""",,
Th,1,"=""477.04404""","=""0.00005""","=""65*""","=""""",,"=""4""","=""3""",,
Th,1,"=""477.05814""","=""0.00003""","=""130""","=""""",,"=""6""","=""6""",,
